Unnamed: 0,latitude,longitude,pop_count
169,41.950000033095,-75.32499968362498,0.027682763
170,41.950000033095,-75.32416635029499,0.025087032
171,41.950000033095,-75.32333301696498,0.0
172,41.950000033095,-75.32249968363499,0.0
173,41.950000033095,-75.32166635030498,0.0
174,41.950000033095,-75.32083301697499,0.0
175,41.950000033095,-75.31999968364498,0.0
176,41.950000033095,-75.31916635031499,0.0
177,41.950000033095,-75.318333016985,0.0
178,41.950000033095,-75.31749968365499,0.0
179,41.950000033095,-75.316666350325,0.0
180,41.950000033095,-75.31583301699499,0.0
181,41.950000033095,-75.314999683665,0.0
182,41.950000033095,-75.31416635033499,0.12925352
183,41.950000033095,-75.313333017005,0.14837569
184,41.950000033095,-75.31249968367499,0.06000699
185,41.950000033095,-75.31166635034499,0.060378943
186,41.950000033095,-75.31083301701499,0.05599263
187,41.950000033095,-75.30999968368499,0.0
188,41.950000033095,-75.30916635035499,0.0
189,41.950000033095,-75.30833301702499,0.0
190,41.950000033095,-75.30749968369499,0.0
191,41.950000033095,-75.30666635036499,0.2730595
192,41.950000033095,-75.30583301703498,0.27956516
193,41.950000033095,-75.30499968370499,0.0
194,41.950000033095,-75.30416635037498,0.0
195,41.950000033095,-75.30333301704499,0.060063444
196,41.950000033095,-75.30249968371498,0.062148314
197,41.950000033095,-75.30166635038499,0.0
198,41.950000033095,-75.30083301705498,0.1362334
199,41.950000033095,-75.29999968372499,0.036602043
